season,model week,location,target,type,entry,score,competition_week
2018/2019,MW58,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.03579610991459481,17
2018/2019,MW59,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.008845356456272942,18
2018/2019,MW60,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.006035984839529421,19
2018/2019,MW61,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.007474470876046438,20
2018/2019,MW62,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.007388845613726411,21
2018/2019,MW63,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.007273118180347513,22
2018/2019,MW64,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.007206586492572813,23
2018/2019,MW65,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.0070556379983754665,24
2018/2019,MW66,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.006811557647787054,25
2018/2019,MW67,HHS Region 4,Season peak week,Bin,Delphi-Epicast2,-0.031079563801901508,26
2018/2019,MW42,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.154618330516073,1
2018/2019,MW43,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.4226331320989556,2
2018/2019,MW44,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.61870564155414,3
2018/2019,MW45,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.5294552127401913,4
2018/2019,MW46,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.69034083437172,5
2018/2019,MW47,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.9126540145907773,6
2018/2019,MW48,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.4903560869179726,7
2018/2019,MW49,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.366267417445464,8
2018/2019,MW50,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.9207497854135225,9
2018/2019,MW51,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.3709552690522946,10
2018/2019,MW52,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-4.980251975317398,11
2018/2019,MW53,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.9585965886884757,12
2018/2019,MW54,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-5.228945233824662,13
2018/2019,MW55,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-5.3880694283119555,14
2018/2019,MW56,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.087061392111871,15
2018/2019,MW57,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.087061392111871,16
2018/2019,MW58,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-4.486356828531439,17
2018/2019,MW59,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-4.184996851575347,18
2018/2019,MW60,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-1.5780515401329136,19
2018/2019,MW61,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-2.0005834773488482,20
2018/2019,MW62,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-0.00620117248610954,21
2018/2019,MW63,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-0.06476339586631986,22
2018/2019,MW64,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-0.006543721256990238,23
2018/2019,MW65,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-0.006264466903608497,24
2018/2019,MW66,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-0.0062012619474500165,25
2018/2019,MW67,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-0.03139685414869118,26
2018/2019,MW68,HHS Region 5,Season peak week,Bin,Delphi-Epicast2,-0.03139685415448087,27
2018/2019,MW42,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.7337239978286887,1
2018/2019,MW43,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.7509032954988202,2
2018/2019,MW44,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-2.204595024040154,3
2018/2019,MW45,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.4369168364834748,4
2018/2019,MW46,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.4397083004070343,5
2018/2019,MW47,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.7887120322321992,6
2018/2019,MW48,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.4433558853734032,7
2018/2019,MW49,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.0868058793753268,8
2018/2019,MW50,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.0335038996171844,9
2018/2019,MW51,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.071426652260542,10
2018/2019,MW52,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.4811730873130196,11
2018/2019,MW53,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.133295641393489,12
2018/2019,MW54,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-3.1750731988462175,13
2018/2019,MW55,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-1.2215492263167131,14
2018/2019,MW56,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.358386736209667,15
2018/2019,MW57,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.358386736209667,16
2018/2019,MW58,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.2264435157521081,17
2018/2019,MW59,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.013651137002672491,18
2018/2019,MW60,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.007159338509139927,19
2018/2019,MW61,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.006846502519889293,20
2018/2019,MW62,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.0064378595438861486,21
2018/2019,MW63,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.0063123026511633035,22
2018/2019,MW64,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.006680287668283513,23
2018/2019,MW65,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.006587887330833015,24
2018/2019,MW66,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.006506798335583927,25
2018/2019,MW67,HHS Region 6,Season peak week,Bin,Delphi-Epicast2,-0.03169511583271631,26
2018/2019,MW42,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-6.058169193755798,1
2018/2019,MW43,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-3.9697575885103986,2
2018/2019,MW44,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-5.152940096361181,3
2018/2019,MW45,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-4.436819236315178,4
2018/2019,MW46,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-3.362465984876187,5
2018/2019,MW47,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-3.9410907363180363,6
2018/2019,MW48,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-4.168895042818275,7
2018/2019,MW49,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-3.2172180780386093,8
2018/2019,MW50,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-4.752022798427097,9
2018/2019,MW51,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-4.323139911992217,10
2018/2019,MW52,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-6.253978505494488,11
2018/2019,MW53,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-6.797165335815532,12
2018/2019,MW54,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-6.28202841949126,13
2018/2019,MW55,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-5.544606415529937,14
2018/2019,MW56,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-5.203132771757133,15
2018/2019,MW57,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-5.203132771757133,16
2018/2019,MW58,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-5.0658260482583755,17
2018/2019,MW59,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-6.636362791593497,18
2018/2019,MW60,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-4.638848898907838,19
2018/2019,MW61,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-7.388727939598447,20
2018/2019,MW62,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-0.1044673120302494,21
2018/2019,MW63,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-0.011547352902713881,22
2018/2019,MW64,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-0.0062010047325566685,23
2018/2019,MW65,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-0.006201004732549743,24
2018/2019,MW66,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-0.006201004732559238,25
2018/2019,MW67,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-0.03139685406067216,26
2018/2019,MW68,HHS Region 7,Season peak week,Bin,Delphi-Epicast2,-0.03139685415448075,27
2018/2019,MW42,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-2.079129548906026,1
2018/2019,MW43,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-2.3263725786929563,2
2018/2019,MW44,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-3.7565125951977443,3
2018/2019,MW45,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-3.210077147887121,4
2018/2019,MW46,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-4.084512064034059,5
2018/2019,MW47,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-3.675530101566151,6
2018/2019,MW48,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-4.1829563044417695,7
2018/2019,MW49,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-3.1446900513517204,8
2018/2019,MW50,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-3.8717903322845477,9
2018/2019,MW51,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-4.290047404330466,10
2018/2019,MW52,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-5.008187417547103,11
2018/2019,MW53,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-6.340586797281693,12
2018/2019,MW54,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-5.536847985432037,13
2018/2019,MW55,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-5.255506157632332,14
2018/2019,MW56,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-7.388727939598447,15
2018/2019,MW57,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-7.388727939598447,16
2018/2019,MW58,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-4.525892650146423,17
2018/2019,MW59,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-1.2499721161313428,18
2018/2019,MW60,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.008344486033117339,19
2018/2019,MW61,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.0062051049087508805,20
2018/2019,MW62,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-1.745746029875136,21
2018/2019,MW63,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.13744143318023402,22
2018/2019,MW64,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.017799003307566598,23
2018/2019,MW65,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.009073614840870433,24
2018/2019,MW66,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.0067631089408611246,25
2018/2019,MW67,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.031581934267009754,26
2018/2019,MW68,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.031421462055754176,27
2018/2019,MW69,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.03140134397131853,28
2018/2019,MW70,HHS Region 8,Season peak week,Bin,Delphi-Epicast2,-0.00620353792515348,29
2018/2019,MW42,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-1.6521988123196991,1
2018/2019,MW43,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-2.520813609688624,2
2018/2019,MW44,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-1.98698369252797,3
2018/2019,MW45,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-3.7676079403350746,4
2018/2019,MW46,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-2.080153151099892,5
2018/2019,MW47,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-2.2227711020772727,6
2018/2019,MW48,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-2.5489279216643173,7
2018/2019,MW49,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-2.4277169190652232,8
2018/2019,MW50,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-3.5386491775168865,9
2018/2019,MW51,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-2.304386378117566,10
2018/2019,MW52,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-1.3346186350599756,11
2018/2019,MW53,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-1.2782689588898253,12
2018/2019,MW54,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-1.2648867617025739,13
2018/2019,MW55,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-2.091321439146936,14
2018/2019,MW56,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-2.067904088509092,15
2018/2019,MW57,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-2.067904088509092,16
2018/2019,MW58,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.9367864993119898,17
2018/2019,MW59,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.49932390666668747,18
2018/2019,MW60,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.3916380991567193,19
2018/2019,MW61,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.05008996939056916,20
2018/2019,MW62,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.05107558395157876,21
2018/2019,MW63,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.1392296694074772,22
2018/2019,MW64,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.25044050501395887,23
2018/2019,MW65,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.31030611261519775,24
2018/2019,MW66,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.2896377699492284,25
2018/2019,MW67,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.3218305056676087,26
2018/2019,MW68,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.31575968245368996,27
2018/2019,MW69,HHS Region 9,Season peak week,Bin,Delphi-Epicast2,-0.27198928815277396,28
2018/2019,MW42,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-1.9708114929088263,1
2018/2019,MW43,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-2.028352623945291,2
2018/2019,MW44,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-2.3899546408705414,3
2018/2019,MW45,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-2.64748541616671,4
2018/2019,MW46,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-2.796887199133614,5
2018/2019,MW47,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-3.2777055356390226,6
2018/2019,MW48,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-2.0860769179420036,7
2018/2019,MW49,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-2.212672739585897,8
2018/2019,MW50,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-2.119281868283823,9
2018/2019,MW51,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-1.9413452200030048,10
2018/2019,MW52,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-2.4828027260373444,11
2018/2019,MW53,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-1.802443476802603,12
2018/2019,MW54,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-1.9029047910883514,13
2018/2019,MW55,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-2.0219099053023593,14
2018/2019,MW56,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-3.281841110715611,15
2018/2019,MW57,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-3.281841110715611,16
2018/2019,MW58,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-3.233743748210327,17
2018/2019,MW59,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-4.437270378222304,18
2018/2019,MW60,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-7.287132910901205,19
2018/2019,MW61,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-7.000185251142853,20
2018/2019,MW62,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-0.2346782532065752,21
2018/2019,MW63,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-0.08605247116653701,22
2018/2019,MW64,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-0.18913239265462017,23
2018/2019,MW65,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-0.012472533163320547,24
2018/2019,MW66,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-0.013723519131055064,25
2018/2019,MW67,HHS Region 10,Season peak week,Bin,Delphi-Epicast2,-0.031396854060944474,26
2018/2019,MW42,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.242879549927139,1
2018/2019,MW43,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.2350653478595492,2
2018/2019,MW44,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.2957135752671807,3
2018/2019,MW45,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.3200880328398812,4
2018/2019,MW46,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.2199068388923915,5
2018/2019,MW47,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.2635296245342427,6
2018/2019,MW48,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.1721380028823152,7
2018/2019,MW49,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.1184859032994594,8
2018/2019,MW50,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.9650422796579052,9
2018/2019,MW51,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.9715555589745842,10
2018/2019,MW52,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.036592260031622,11
2018/2019,MW53,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.9727534237756166,12
2018/2019,MW54,US National,Season peak percentage,Bin,Delphi-Epicast2,-2.438610597454058,13
2018/2019,MW55,US National,Season peak percentage,Bin,Delphi-Epicast2,-3.0632157961948847,14
2018/2019,MW56,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.1826198218549493,15
2018/2019,MW57,US National,Season peak percentage,Bin,Delphi-Epicast2,-1.1826198218549493,16
2018/2019,MW58,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.21084945859706175,17
2018/2019,MW59,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.1278337215834126,18
2018/2019,MW60,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.12783392123748138,19
2018/2019,MW61,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.1278355958016736,20
2018/2019,MW62,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.12783368477122184,21
2018/2019,MW63,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.12783339074090666,22
2018/2019,MW64,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.127833378108582,23
2018/2019,MW65,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.12783337377148793,24
2018/2019,MW66,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.12783337177241302,25
2018/2019,MW67,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.1278333716686039,26
2018/2019,MW68,US National,Season peak percentage,Bin,Delphi-Epicast2,-0.1278333726462486,27
2018/2019,MW42,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.0797109207359132,1
2018/2019,MW43,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.0228125379689936,2
2018/2019,MW44,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.0036648806714583,3
2018/2019,MW45,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.183481457772131,4
2018/2019,MW46,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.2216045688713297,5
2018/2019,MW47,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.1522971111596636,6
2018/2019,MW48,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.0039307984131796,7
2018/2019,MW49,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.1177414051005126,8
2018/2019,MW50,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.0748591204638922,9
2018/2019,MW51,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.0641093341768748,10
2018/2019,MW52,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-1.0782082566479678,11
2018/2019,MW53,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.9602427526951853,12
2018/2019,MW54,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.8956609065515895,13
2018/2019,MW55,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.47680099337443443,14
2018/2019,MW56,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.41804790184560575,15
2018/2019,MW57,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.41804790184560575,16
2018/2019,MW58,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.1394444032257145,17
2018/2019,MW59,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.13466765818259133,18
2018/2019,MW60,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.16597516024274733,19
2018/2019,MW61,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.1278574211393994,20
2018/2019,MW62,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.12790610212970435,21
2018/2019,MW63,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.12787406890112815,22
2018/2019,MW64,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.12788962852446725,23
2018/2019,MW65,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.1278911436574028,24
2018/2019,MW66,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.12787495393720003,25
2018/2019,MW67,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.12787280907188672,26
2018/2019,MW68,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.12785176372447518,27
2018/2019,MW69,HHS Region 1,Season peak percentage,Bin,Delphi-Epicast2,-0.12786448549388846,28
2018/2019,MW42,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-1.7402562236323045,1
2018/2019,MW43,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-1.85721661993409,2
2018/2019,MW44,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-1.8354563886013333,3
2018/2019,MW45,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-2.0276418388750215,4
2018/2019,MW46,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-2.0154092121819125,5
2018/2019,MW47,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-1.9671017194222196,6
2018/2019,MW48,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-1.7891855462376782,7
2018/2019,MW49,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-1.8721438975972997,8
2018/2019,MW50,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-2.134555426128593,9
2018/2019,MW51,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-1.8706615039597692,10
2018/2019,MW52,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-1.688859019618514,11
2018/2019,MW53,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-1.2129094006729406,12
2018/2019,MW54,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.7097771904713257,13
2018/2019,MW55,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.51700184562193,14
2018/2019,MW56,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.30468341378334013,15
2018/2019,MW57,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.30468341378334013,16
2018/2019,MW58,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.13180685038857531,17
2018/2019,MW59,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.1288489457181865,18
2018/2019,MW60,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.1767916134136374,19
2018/2019,MW61,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.14209568156138036,20
2018/2019,MW62,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.1332597282122881,21
2018/2019,MW63,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.12935220042463294,22
2018/2019,MW64,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.12881115160309756,23
2018/2019,MW65,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.12826686859030523,24
2018/2019,MW66,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.1281031661158915,25
2018/2019,MW67,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.1280025414228047,26
2018/2019,MW68,HHS Region 2,Season peak percentage,Bin,Delphi-Epicast2,-0.1278849228386318,27
2018/2019,MW42,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.3875939898583063,1
2018/2019,MW43,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.3065388058125254,2
2018/2019,MW44,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.2881048888529845,3
2018/2019,MW45,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.415267544490944,4
2018/2019,MW46,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.4316955327255723,5
2018/2019,MW47,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.543157841510597,6
2018/2019,MW48,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.3362169244645918,7
2018/2019,MW49,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.2700053733695302,8
2018/2019,MW50,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.1588489028351807,9
2018/2019,MW51,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.1344821041142619,10
2018/2019,MW52,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.1802812240902811,11
2018/2019,MW53,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.1479912237889274,12
2018/2019,MW54,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.3558033416768767,13
2018/2019,MW55,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-1.3000756636457327,14
2018/2019,MW56,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-0.7322113266883729,15
2018/2019,MW57,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-0.7322113266883729,16
2018/2019,MW58,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-0.32137287381949586,17
2018/2019,MW59,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-0.1282670518391127,18
2018/2019,MW60,HHS Region 3,Season peak percentage,Bin,Delphi-Epicast2,-0.1290782901340801,19
