season,model week,location,target,type,entry,score,competition_week
2018/2019,MW44,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.380571106881567,3
2018/2019,MW45,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.391988621268954,4
2018/2019,MW46,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.7215291724614747,5
2018/2019,MW47,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.5860790193846217,6
2018/2019,MW48,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.4627482476475566,7
2018/2019,MW49,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.0833056906852456,8
2018/2019,MW50,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.258935751174659,9
2018/2019,MW51,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.5835036300257816,10
2018/2019,MW52,HHS Region 5,Season peak week,Bin,Delphi-Stat,-3.351849758785152,11
2018/2019,MW53,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.6107836749898157,12
2018/2019,MW54,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.5324325041040896,13
2018/2019,MW55,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.385963738915793,14
2018/2019,MW56,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.111146582365994,15
2018/2019,MW57,HHS Region 5,Season peak week,Bin,Delphi-Stat,-1.985669698085066,16
2018/2019,MW58,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.0950706439799975,17
2018/2019,MW59,HHS Region 5,Season peak week,Bin,Delphi-Stat,-2.0057135280713045,18
2018/2019,MW60,HHS Region 5,Season peak week,Bin,Delphi-Stat,-1.2561998571798725,19
2018/2019,MW61,HHS Region 5,Season peak week,Bin,Delphi-Stat,-0.743182371323187,20
2018/2019,MW62,HHS Region 5,Season peak week,Bin,Delphi-Stat,-0.13989869196212698,21
2018/2019,MW63,HHS Region 5,Season peak week,Bin,Delphi-Stat,-0.16494579399250187,22
2018/2019,MW64,HHS Region 5,Season peak week,Bin,Delphi-Stat,-0.22953558601374224,23
2018/2019,MW65,HHS Region 5,Season peak week,Bin,Delphi-Stat,-0.024272485096450504,24
2018/2019,MW66,HHS Region 5,Season peak week,Bin,Delphi-Stat,-0.020494565555603306,25
2018/2019,MW67,HHS Region 5,Season peak week,Bin,Delphi-Stat,-0.02046953454830214,26
2018/2019,MW68,HHS Region 5,Season peak week,Bin,Delphi-Stat,-0.02072391654199966,27
2018/2019,MW42,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.5412945839312062,1
2018/2019,MW43,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.5656134960517194,2
2018/2019,MW44,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.6537481529462412,3
2018/2019,MW45,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.5809414936324573,4
2018/2019,MW46,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.5971022343492067,5
2018/2019,MW47,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.5877535875408406,6
2018/2019,MW48,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.4489416598484528,7
2018/2019,MW49,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.359816834452206,8
2018/2019,MW50,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.305690717204211,9
2018/2019,MW51,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.3667650514971064,10
2018/2019,MW52,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.5553734162429373,11
2018/2019,MW53,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.474637746769554,12
2018/2019,MW54,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.4303664700349625,13
2018/2019,MW55,HHS Region 6,Season peak week,Bin,Delphi-Stat,-1.2186146570528744,14
2018/2019,MW56,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.9758364831261874,15
2018/2019,MW57,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.6826227921598881,16
2018/2019,MW58,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.11757966181398069,17
2018/2019,MW59,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.11462876075009375,18
2018/2019,MW60,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.05908358775252575,19
2018/2019,MW61,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.037927168838477535,20
2018/2019,MW62,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.027795953573451004,21
2018/2019,MW63,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.025648115219142772,22
2018/2019,MW64,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.02277029750275757,23
2018/2019,MW65,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.020589188130092386,24
2018/2019,MW66,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.02049630112884995,25
2018/2019,MW67,HHS Region 6,Season peak week,Bin,Delphi-Stat,-0.020471255997717378,26
2018/2019,MW42,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.057545452863669,1
2018/2019,MW43,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.001099062556574,2
2018/2019,MW44,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.626661388069793,3
2018/2019,MW45,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.7084494740862035,4
2018/2019,MW46,HHS Region 7,Season peak week,Bin,Delphi-Stat,-2.937948995557267,5
2018/2019,MW47,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.308091312521784,6
2018/2019,MW48,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.4716360276595966,7
2018/2019,MW49,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.0092353904065248,8
2018/2019,MW50,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.7738856048255722,9
2018/2019,MW51,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.876973465992677,10
2018/2019,MW52,HHS Region 7,Season peak week,Bin,Delphi-Stat,-4.761934906980249,11
2018/2019,MW53,HHS Region 7,Season peak week,Bin,Delphi-Stat,-4.33049834613234,12
2018/2019,MW54,HHS Region 7,Season peak week,Bin,Delphi-Stat,-4.243947840631063,13
2018/2019,MW55,HHS Region 7,Season peak week,Bin,Delphi-Stat,-4.248507313445308,14
2018/2019,MW56,HHS Region 7,Season peak week,Bin,Delphi-Stat,-4.191887311837839,15
2018/2019,MW57,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.6495905583949177,16
2018/2019,MW58,HHS Region 7,Season peak week,Bin,Delphi-Stat,-4.3776072351280355,17
2018/2019,MW59,HHS Region 7,Season peak week,Bin,Delphi-Stat,-2.933592914521971,18
2018/2019,MW60,HHS Region 7,Season peak week,Bin,Delphi-Stat,-2.8853775681254494,19
2018/2019,MW61,HHS Region 7,Season peak week,Bin,Delphi-Stat,-3.93702056215471,20
2018/2019,MW62,HHS Region 7,Season peak week,Bin,Delphi-Stat,-0.058681390424058,21
2018/2019,MW63,HHS Region 7,Season peak week,Bin,Delphi-Stat,-0.06622849325707654,22
2018/2019,MW64,HHS Region 7,Season peak week,Bin,Delphi-Stat,-0.0301695521888046,23
2018/2019,MW65,HHS Region 7,Season peak week,Bin,Delphi-Stat,-0.02079877382260031,24
2018/2019,MW66,HHS Region 7,Season peak week,Bin,Delphi-Stat,-0.020494569479629698,25
2018/2019,MW67,HHS Region 7,Season peak week,Bin,Delphi-Stat,-0.02046953454830214,26
2018/2019,MW68,HHS Region 7,Season peak week,Bin,Delphi-Stat,-0.02072391768988448,27
2018/2019,MW42,HHS Region 8,Season peak week,Bin,Delphi-Stat,-1.9835423132824268,1
2018/2019,MW43,HHS Region 8,Season peak week,Bin,Delphi-Stat,-1.8588293800294853,2
2018/2019,MW44,HHS Region 8,Season peak week,Bin,Delphi-Stat,-1.8942551313616018,3
2018/2019,MW45,HHS Region 8,Season peak week,Bin,Delphi-Stat,-2.09469655746733,4
2018/2019,MW46,HHS Region 8,Season peak week,Bin,Delphi-Stat,-2.132844042923771,5
2018/2019,MW47,HHS Region 8,Season peak week,Bin,Delphi-Stat,-2.379018819916686,6
2018/2019,MW48,HHS Region 8,Season peak week,Bin,Delphi-Stat,-2.746094185156506,7
2018/2019,MW49,HHS Region 8,Season peak week,Bin,Delphi-Stat,-2.847781310191173,8
2018/2019,MW50,HHS Region 8,Season peak week,Bin,Delphi-Stat,-2.8035215466220293,9
2018/2019,MW51,HHS Region 8,Season peak week,Bin,Delphi-Stat,-3.4517353503494497,10
2018/2019,MW52,HHS Region 8,Season peak week,Bin,Delphi-Stat,-5.103982614689686,11
2018/2019,MW53,HHS Region 8,Season peak week,Bin,Delphi-Stat,-4.344004444597677,12
2018/2019,MW54,HHS Region 8,Season peak week,Bin,Delphi-Stat,-3.3214130786214624,13
2018/2019,MW55,HHS Region 8,Season peak week,Bin,Delphi-Stat,-3.6700592507844343,14
2018/2019,MW56,HHS Region 8,Season peak week,Bin,Delphi-Stat,-4.879176593804434,15
2018/2019,MW57,HHS Region 8,Season peak week,Bin,Delphi-Stat,-3.291161324784309,16
2018/2019,MW58,HHS Region 8,Season peak week,Bin,Delphi-Stat,-2.5782524727615184,17
2018/2019,MW59,HHS Region 8,Season peak week,Bin,Delphi-Stat,-1.0331427470230212,18
2018/2019,MW60,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.18617240515502903,19
2018/2019,MW61,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.0841260937580049,20
2018/2019,MW62,HHS Region 8,Season peak week,Bin,Delphi-Stat,-2.45684787994139,21
2018/2019,MW63,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.02790097382238334,22
2018/2019,MW64,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.027745586945523922,23
2018/2019,MW65,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.022320693072372434,24
2018/2019,MW66,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.027447956354501025,25
2018/2019,MW67,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.02448514233134716,26
2018/2019,MW68,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.020724204623623198,27
2018/2019,MW69,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.020966666126428165,28
2018/2019,MW70,HHS Region 8,Season peak week,Bin,Delphi-Stat,-0.021348557797291202,29
2018/2019,MW42,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.6230153939592482,1
2018/2019,MW43,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.5305491855522975,2
2018/2019,MW44,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.6474431917093249,3
2018/2019,MW45,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.7071269203854154,4
2018/2019,MW46,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.357372305997014,5
2018/2019,MW47,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.5667731016361541,6
2018/2019,MW48,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.701857003142513,7
2018/2019,MW49,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.4921287541431396,8
2018/2019,MW50,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.6143691502784907,9
2018/2019,MW51,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.4683990895899897,10
2018/2019,MW52,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.3256894252269318,11
2018/2019,MW53,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.1877175043145851,12
2018/2019,MW54,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.0456349301378578,13
2018/2019,MW55,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.2501216106199016,14
2018/2019,MW56,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.9972175796612464,15
2018/2019,MW57,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.6594068770902258,16
2018/2019,MW58,HHS Region 9,Season peak week,Bin,Delphi-Stat,-1.10597294656175,17
2018/2019,MW59,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.39619543440933824,18
2018/2019,MW60,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.24326471163869862,19
2018/2019,MW61,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.23846259749663323,20
2018/2019,MW62,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.2004883154157958,21
2018/2019,MW63,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.23564486324899656,22
2018/2019,MW64,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.3611012019189729,23
2018/2019,MW65,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.26293682691436837,24
2018/2019,MW66,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.16741948119745487,25
2018/2019,MW67,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.12466181753068763,26
2018/2019,MW68,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.10626756453460162,27
2018/2019,MW69,HHS Region 9,Season peak week,Bin,Delphi-Stat,-0.12075153060627782,28
2018/2019,MW42,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.3894992534591033,1
2018/2019,MW43,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.325989827938271,2
2018/2019,MW44,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.5380841053148133,3
2018/2019,MW45,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.4151192999507605,4
2018/2019,MW46,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.448605081132887,5
2018/2019,MW47,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.428201104158528,6
2018/2019,MW48,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.325632287551418,7
2018/2019,MW49,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.3514391590997086,8
2018/2019,MW50,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.288119699697064,9
2018/2019,MW51,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.1706811970606226,10
2018/2019,MW52,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.253724331556277,11
2018/2019,MW53,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.17488596941652,12
2018/2019,MW54,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.1072374952593638,13
2018/2019,MW55,HHS Region 10,Season peak week,Bin,Delphi-Stat,-1.9998048474753547,14
2018/2019,MW56,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.062348360501507,15
2018/2019,MW57,HHS Region 10,Season peak week,Bin,Delphi-Stat,-2.020894816025739,16
2018/2019,MW58,HHS Region 10,Season peak week,Bin,Delphi-Stat,-1.9854551128817342,17
2018/2019,MW59,HHS Region 10,Season peak week,Bin,Delphi-Stat,-1.8157160583053467,18
2018/2019,MW60,HHS Region 10,Season peak week,Bin,Delphi-Stat,-1.6648887680645637,19
2018/2019,MW61,HHS Region 10,Season peak week,Bin,Delphi-Stat,-1.7789697888442941,20
2018/2019,MW62,HHS Region 10,Season peak week,Bin,Delphi-Stat,-0.420275934545681,21
2018/2019,MW63,HHS Region 10,Season peak week,Bin,Delphi-Stat,-0.2777994790182057,22
2018/2019,MW64,HHS Region 10,Season peak week,Bin,Delphi-Stat,-0.3929016854958025,23
2018/2019,MW65,HHS Region 10,Season peak week,Bin,Delphi-Stat,-0.11562463909811875,24
2018/2019,MW66,HHS Region 10,Season peak week,Bin,Delphi-Stat,-0.03660378726740089,25
2018/2019,MW67,HHS Region 10,Season peak week,Bin,Delphi-Stat,-0.022088378990723474,26
2018/2019,MW42,US National,Season peak percentage,Bin,Delphi-Stat,-1.5447461921992196,1
2018/2019,MW43,US National,Season peak percentage,Bin,Delphi-Stat,-1.6570800410697144,2
2018/2019,MW44,US National,Season peak percentage,Bin,Delphi-Stat,-1.5666924488974294,3
2018/2019,MW45,US National,Season peak percentage,Bin,Delphi-Stat,-1.6150163186194482,4
2018/2019,MW46,US National,Season peak percentage,Bin,Delphi-Stat,-1.5290071366679097,5
2018/2019,MW47,US National,Season peak percentage,Bin,Delphi-Stat,-1.4919995207131955,6
2018/2019,MW48,US National,Season peak percentage,Bin,Delphi-Stat,-1.4852376108390362,7
2018/2019,MW49,US National,Season peak percentage,Bin,Delphi-Stat,-1.5230722951227147,8
2018/2019,MW50,US National,Season peak percentage,Bin,Delphi-Stat,-1.5152328377659592,9
2018/2019,MW51,US National,Season peak percentage,Bin,Delphi-Stat,-1.3036640733293596,10
2018/2019,MW52,US National,Season peak percentage,Bin,Delphi-Stat,-1.320776349715828,11
2018/2019,MW53,US National,Season peak percentage,Bin,Delphi-Stat,-1.7709621763331944,12
2018/2019,MW54,US National,Season peak percentage,Bin,Delphi-Stat,-2.1383551398699496,13
2018/2019,MW55,US National,Season peak percentage,Bin,Delphi-Stat,-1.9222954299347428,14
2018/2019,MW56,US National,Season peak percentage,Bin,Delphi-Stat,-1.536947162451457,15
2018/2019,MW57,US National,Season peak percentage,Bin,Delphi-Stat,-0.8464098638988259,16
2018/2019,MW58,US National,Season peak percentage,Bin,Delphi-Stat,-0.12720541295183482,17
2018/2019,MW59,US National,Season peak percentage,Bin,Delphi-Stat,-0.08580663674582757,18
2018/2019,MW60,US National,Season peak percentage,Bin,Delphi-Stat,-0.040949923571527935,19
2018/2019,MW61,US National,Season peak percentage,Bin,Delphi-Stat,-0.040471469760721204,20
2018/2019,MW62,US National,Season peak percentage,Bin,Delphi-Stat,-0.03995810388727176,21
2018/2019,MW63,US National,Season peak percentage,Bin,Delphi-Stat,-0.04011408695903351,22
2018/2019,MW64,US National,Season peak percentage,Bin,Delphi-Stat,-0.03772613765900142,23
2018/2019,MW65,US National,Season peak percentage,Bin,Delphi-Stat,-0.03767252400883108,24
2018/2019,MW66,US National,Season peak percentage,Bin,Delphi-Stat,-0.0381957084276967,25
2018/2019,MW67,US National,Season peak percentage,Bin,Delphi-Stat,-0.0389937013943597,26
2018/2019,MW68,US National,Season peak percentage,Bin,Delphi-Stat,-0.03842732542996879,27
2018/2019,MW42,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.7381780080526268,1
2018/2019,MW43,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.6960458801691563,2
2018/2019,MW44,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.7640901837776894,3
2018/2019,MW45,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.6724331423241168,4
2018/2019,MW46,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.6282282423139978,5
2018/2019,MW47,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.565189824317654,6
2018/2019,MW48,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.450279631374265,7
2018/2019,MW49,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.356343013667955,8
2018/2019,MW50,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.3493772564172177,9
2018/2019,MW51,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.367081333031886,10
2018/2019,MW52,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-1.0651006784446242,11
2018/2019,MW53,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.8824746970188588,12
2018/2019,MW54,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.3715516669632167,13
2018/2019,MW55,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.3356829487526903,14
2018/2019,MW56,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.35866216471614015,15
2018/2019,MW57,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.2794128795682241,16
2018/2019,MW58,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.24227258396299065,17
2018/2019,MW59,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.11326210903280666,18
2018/2019,MW60,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.06453306286791871,19
2018/2019,MW61,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.04755315913196765,20
2018/2019,MW62,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.04375610048847567,21
2018/2019,MW63,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.049055192388218684,22
2018/2019,MW64,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.04127448769508838,23
2018/2019,MW65,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.03904962505800544,24
2018/2019,MW66,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.040573323011516685,25
2018/2019,MW67,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.03831496788200756,26
2018/2019,MW68,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.037804005277904076,27
2018/2019,MW69,HHS Region 1,Season peak percentage,Bin,Delphi-Stat,-0.03843150391683151,28
2018/2019,MW42,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.7575471586308418,1
2018/2019,MW43,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.6470420816829798,2
2018/2019,MW44,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.5928315538343485,3
2018/2019,MW45,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.52307563309962,4
2018/2019,MW46,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.6511612322226845,5
2018/2019,MW47,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.4026240293848276,6
2018/2019,MW48,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.3812766564956225,7
2018/2019,MW49,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.319792593560177,8
2018/2019,MW50,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.2664006773998393,9
2018/2019,MW51,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.231240931178619,10
2018/2019,MW52,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-1.14215166783418,11
2018/2019,MW53,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.7780946406751261,12
2018/2019,MW54,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.49785992394467093,13
2018/2019,MW55,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.47535059372337296,14
2018/2019,MW56,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.33139527227066334,15
2018/2019,MW57,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.39758031457825943,16
2018/2019,MW58,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.32990321751331164,17
2018/2019,MW59,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.34930652112334415,18
2018/2019,MW60,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.1396763797297145,19
2018/2019,MW61,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.07688435321075998,20
2018/2019,MW62,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.08036178510183141,21
2018/2019,MW63,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.05699422216290963,22
2018/2019,MW64,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.08497892459810301,23
2018/2019,MW65,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.082366000442783055,24
2018/2019,MW66,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.07397763984531533,25
2018/2019,MW67,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.051894008286039774,26
2018/2019,MW68,HHS Region 2,Season peak percentage,Bin,Delphi-Stat,-0.04280576199775204,27
2018/2019,MW42,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.7265783935338963,1
2018/2019,MW43,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.738787839329245,2
2018/2019,MW44,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.7058502063736265,3
2018/2019,MW45,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.6149749742482653,4
2018/2019,MW46,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.603182365335524,5
2018/2019,MW47,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.5386006415500382,6
2018/2019,MW48,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.4793781777585535,7
2018/2019,MW49,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.446791160080528,8
2018/2019,MW50,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.4440552449185025,9
2018/2019,MW51,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.5682731205239377,10
2018/2019,MW52,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.509323787960982,11
2018/2019,MW53,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.407912381306652,12
2018/2019,MW54,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.675033321943866,13
2018/2019,MW55,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.5660307522782844,14
2018/2019,MW56,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.2054239860093428,15
2018/2019,MW57,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-1.0689964447571036,16
2018/2019,MW58,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.3967738079425241,17
2018/2019,MW59,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.41563788387728984,18
2018/2019,MW60,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.2974319307000418,19
2018/2019,MW61,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.13194008657823975,20
2018/2019,MW62,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.07195119459455745,21
2018/2019,MW63,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.06740868600834019,22
2018/2019,MW64,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.042580223195785284,23
2018/2019,MW65,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.03991707531413572,24
2018/2019,MW66,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.0384963713993648,25
2018/2019,MW67,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.037621057691089116,26
2018/2019,MW68,HHS Region 3,Season peak percentage,Bin,Delphi-Stat,-0.03706821502377877,27
2018/2019,MW42,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.91160967073081,1
2018/2019,MW43,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.8964668783058334,2
2018/2019,MW44,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.8318957310329071,3
2018/2019,MW45,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.737550869075404,4
2018/2019,MW46,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.7372535564385077,5
2018/2019,MW47,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.8725496546503086,6
2018/2019,MW48,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-2.056643647140037,7
2018/2019,MW49,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.966383692302403,8
2018/2019,MW50,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-2.1161267186489234,9
2018/2019,MW51,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.9981901292945554,10
2018/2019,MW52,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.8845200836220777,11
2018/2019,MW53,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-2.4406804240356896,12
2018/2019,MW54,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-2.946498818386911,13
2018/2019,MW55,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-2.645770867231264,14
