season,model week,location,target,type,entry,score,competition_week
2018/2019,MW56,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.9555183685007824,15
2018/2019,MW57,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-1.2604743244080991,16
2018/2019,MW58,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.1992358400953157,17
2018/2019,MW59,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.07091417583133783,18
2018/2019,MW60,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.04593344236581508,19
2018/2019,MW61,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.04228979532349553,20
2018/2019,MW62,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.041874482063718514,21
2018/2019,MW63,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.04131671131477578,22
2018/2019,MW64,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.039562223557393875,23
2018/2019,MW65,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.03960998087967468,24
2018/2019,MW66,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.040284037980310064,25
2018/2019,MW67,HHS Region 4,Season peak percentage,Bin,Delphi-Stat,-0.04123284014584753,26
2018/2019,MW42,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.4482565517431996,1
2018/2019,MW43,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.3910404153838158,2
2018/2019,MW44,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.4773552472693192,3
2018/2019,MW45,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.3487031426523304,4
2018/2019,MW46,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.3912296658372734,5
2018/2019,MW47,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.3167559926852337,6
2018/2019,MW48,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.2335715681366262,7
2018/2019,MW49,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.06960761924368,8
2018/2019,MW50,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.0854750639048953,9
2018/2019,MW51,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.0232089564999418,10
2018/2019,MW52,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.6822459737762127,11
2018/2019,MW53,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.4959786823454423,12
2018/2019,MW54,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.5440000400882438,13
2018/2019,MW55,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.558279602510066,14
2018/2019,MW56,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.6747560534392377,15
2018/2019,MW57,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.7822020881777803,16
2018/2019,MW58,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.900684553041937,17
2018/2019,MW59,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-1.0693694220123888,18
2018/2019,MW60,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.5768467163556463,19
2018/2019,MW61,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.09023234406882726,20
2018/2019,MW62,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.05596237498634674,21
2018/2019,MW63,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.09026478227404375,22
2018/2019,MW64,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.0613210080365249,23
2018/2019,MW65,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.034923887129497275,24
2018/2019,MW66,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.03516482852527131,25
2018/2019,MW67,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.03522978643747601,26
2018/2019,MW68,HHS Region 5,Season peak percentage,Bin,Delphi-Stat,-0.0346746124630285,27
2018/2019,MW42,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.3072031660767305,1
2018/2019,MW43,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.367860977531276,2
2018/2019,MW44,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.3361730842450146,3
2018/2019,MW45,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.357420179006494,4
2018/2019,MW46,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.2309443674942875,5
2018/2019,MW47,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.37393352600093,6
2018/2019,MW48,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.5146764356018996,7
2018/2019,MW49,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.5078653214294726,8
2018/2019,MW50,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.4972759756591874,9
2018/2019,MW51,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.4666010165077847,10
2018/2019,MW52,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.3954716949338617,11
2018/2019,MW53,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-3.0671004681837974,12
2018/2019,MW54,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-3.425413204078727,13
2018/2019,MW55,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-3.3634218783753065,14
2018/2019,MW56,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.703713535398403,15
2018/2019,MW57,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-2.5078691533240223,16
2018/2019,MW58,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.43160462929884486,17
2018/2019,MW59,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.17818078479669602,18
2018/2019,MW60,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.07958976968437101,19
2018/2019,MW61,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.05935317452043782,20
2018/2019,MW62,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.05359000842459413,21
2018/2019,MW63,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.051095093477888674,22
2018/2019,MW64,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.04801441129411078,23
2018/2019,MW65,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.04845524483565616,24
2018/2019,MW66,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.04967769840499925,25
2018/2019,MW67,HHS Region 6,Season peak percentage,Bin,Delphi-Stat,-0.05143271034432037,26
2018/2019,MW42,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-1.9994174375054912,1
2018/2019,MW43,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-2.092302838005728,2
2018/2019,MW44,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-2.1798864701577467,3
2018/2019,MW45,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-2.023989583733039,4
2018/2019,MW46,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-2.0479410625271743,5
2018/2019,MW47,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-1.8718750950460976,6
2018/2019,MW48,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-1.9479363083024093,7
2018/2019,MW49,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-2.0499693258509493,8
2018/2019,MW50,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-1.7284988019754792,9
2018/2019,MW51,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-1.8425518828187035,10
2018/2019,MW52,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-1.3514538303077206,11
2018/2019,MW53,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-2.195398674588131,12
2018/2019,MW54,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-2.103029014677646,13
2018/2019,MW55,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-1.974936713543288,14
2018/2019,MW56,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-2.1527051237996866,15
2018/2019,MW57,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-1.9440504199720934,16
2018/2019,MW58,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-3.4265044753349687,17
2018/2019,MW59,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-0.5695589795775851,18
2018/2019,MW60,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-0.19373023006017573,19
2018/2019,MW61,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-0.2194515190749937,20
2018/2019,MW62,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-0.7635853076939925,21
2018/2019,MW63,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-2.5494925242550437,22
2018/2019,MW64,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-0.09191447383019427,23
2018/2019,MW65,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-0.0413628779394152,24
2018/2019,MW66,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-0.03974749299746724,25
2018/2019,MW67,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-0.04060234841838073,26
2018/2019,MW68,HHS Region 7,Season peak percentage,Bin,Delphi-Stat,-0.04001936141292904,27
2018/2019,MW42,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-2.8065072587445745,1
2018/2019,MW43,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-2.5605658565232656,2
2018/2019,MW44,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-2.4988357982047433,3
2018/2019,MW45,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-2.189509602611636,4
2018/2019,MW46,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-2.494580439350606,5
2018/2019,MW47,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-2.889216479190578,6
2018/2019,MW48,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-2.9517727960219813,7
2018/2019,MW49,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-3.381826010536365,8
2018/2019,MW50,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-3.1702007500079845,9
2018/2019,MW51,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-1.7467067858756293,10
2018/2019,MW52,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.4166469784800068,11
2018/2019,MW53,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-2.553259754253225,12
2018/2019,MW54,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-3.2470416365865837,13
2018/2019,MW55,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-4.486738789071902,14
2018/2019,MW56,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.07839050264148878,15
2018/2019,MW57,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.11648962485424463,16
2018/2019,MW58,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.07063835772293889,17
2018/2019,MW59,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.08597688815263585,18
2018/2019,MW60,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-2.731153273674158,19
2018/2019,MW61,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.04536670041030534,20
2018/2019,MW62,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.17019890726627235,21
2018/2019,MW63,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.04159311630211814,22
2018/2019,MW64,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.03992426003227417,23
2018/2019,MW65,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.039606352159328305,24
2018/2019,MW66,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.040257968034679834,25
2018/2019,MW67,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.04116697928497569,26
2018/2019,MW68,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.040582119137872935,27
2018/2019,MW69,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.03900072480042921,28
2018/2019,MW70,HHS Region 8,Season peak percentage,Bin,Delphi-Stat,-0.03817491056621316,29
2018/2019,MW42,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.4596731275133785,1
2018/2019,MW43,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.410310416583386,2
2018/2019,MW44,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.3487360110920024,3
2018/2019,MW45,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.4401182606613785,4
2018/2019,MW46,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.3731958893692953,5
2018/2019,MW47,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.2869107956029382,6
2018/2019,MW48,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.3522912526997102,7
2018/2019,MW49,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.2952518366348122,8
2018/2019,MW50,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.2924008057113112,9
2018/2019,MW51,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-1.2274009625589815,10
2018/2019,MW52,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.9541659761999023,11
2018/2019,MW53,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.7736813336395642,12
2018/2019,MW54,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.8105555577689008,13
2018/2019,MW55,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.3840053014412492,14
2018/2019,MW56,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.35464642007862135,15
2018/2019,MW57,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.3645474741470011,16
2018/2019,MW58,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.20768463775668716,17
2018/2019,MW59,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.20885634625983454,18
2018/2019,MW60,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.211314435916458,19
2018/2019,MW61,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.1946278054197863,20
2018/2019,MW62,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.2056190255075585,21
2018/2019,MW63,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.14111612994253261,22
2018/2019,MW64,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.11785338485346344,23
2018/2019,MW65,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.0859473700434097,24
2018/2019,MW66,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.08739280607362837,25
2018/2019,MW67,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.08053176250060617,26
2018/2019,MW68,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.048147646286902136,27
2018/2019,MW69,HHS Region 9,Season peak percentage,Bin,Delphi-Stat,-0.06553091977116321,28
2018/2019,MW42,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.5518823789998504,1
2018/2019,MW43,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.574658004385519,2
2018/2019,MW44,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.556488270953465,3
2018/2019,MW45,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.581792872404178,4
2018/2019,MW46,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.6030231742116832,5
2018/2019,MW47,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.5252574883485026,6
2018/2019,MW48,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.6261527935156572,7
2018/2019,MW49,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.5648111415781503,8
2018/2019,MW50,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.6018208503611975,9
2018/2019,MW51,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.6415101055563974,10
2018/2019,MW52,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.7749355791434385,11
2018/2019,MW53,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.833587556804725,12
2018/2019,MW54,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.83205722740215,13
2018/2019,MW55,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-2.1684518543599487,14
2018/2019,MW56,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.94600098856463,15
2018/2019,MW57,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-2.1601333823740045,16
2018/2019,MW58,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-2.585999623198985,17
2018/2019,MW59,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.284102022732915,18
2018/2019,MW60,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.508879460931115,19
2018/2019,MW61,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-1.8650947523742074,20
2018/2019,MW62,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-0.5683905246459494,21
2018/2019,MW63,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-0.35556624189519503,22
2018/2019,MW64,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-0.20736055776251694,23
2018/2019,MW65,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-0.1319330420435925,24
2018/2019,MW66,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-0.06469502393172197,25
2018/2019,MW67,HHS Region 10,Season peak percentage,Bin,Delphi-Stat,-0.066208483971145,26
2018/2019,MW45,US National,1 wk ahead,Bin,Delphi-Stat,-0.0778688776458785,4
2018/2019,MW46,US National,1 wk ahead,Bin,Delphi-Stat,-0.05624131329175404,5
2018/2019,MW47,US National,1 wk ahead,Bin,Delphi-Stat,-0.4836290444159289,6
2018/2019,MW48,US National,1 wk ahead,Bin,Delphi-Stat,-0.17874042044934924,7
2018/2019,MW49,US National,1 wk ahead,Bin,Delphi-Stat,-0.1627329109980841,8
2018/2019,MW50,US National,1 wk ahead,Bin,Delphi-Stat,-0.3656387983174369,9
2018/2019,MW51,US National,1 wk ahead,Bin,Delphi-Stat,-0.47236352339778037,10
2018/2019,MW52,US National,1 wk ahead,Bin,Delphi-Stat,-0.37327184955119846,11
2018/2019,MW53,US National,1 wk ahead,Bin,Delphi-Stat,-0.2920273930646022,12
2018/2019,MW54,US National,1 wk ahead,Bin,Delphi-Stat,-0.21506817229572067,13
2018/2019,MW55,US National,1 wk ahead,Bin,Delphi-Stat,-0.4303706350710598,14
2018/2019,MW56,US National,1 wk ahead,Bin,Delphi-Stat,-0.48398528611151975,15
2018/2019,MW57,US National,1 wk ahead,Bin,Delphi-Stat,-0.6931341266480048,16
2018/2019,MW58,US National,1 wk ahead,Bin,Delphi-Stat,-0.9376978233169833,17
2018/2019,MW59,US National,1 wk ahead,Bin,Delphi-Stat,-0.30669916586392676,18
2018/2019,MW60,US National,1 wk ahead,Bin,Delphi-Stat,-0.2809900525230109,19
2018/2019,MW61,US National,1 wk ahead,Bin,Delphi-Stat,-0.20016044781044506,20
2018/2019,MW62,US National,1 wk ahead,Bin,Delphi-Stat,-0.15439020749026874,21
2018/2019,MW63,US National,1 wk ahead,Bin,Delphi-Stat,-0.4377399191601739,22
2018/2019,MW64,US National,1 wk ahead,Bin,Delphi-Stat,-0.25265188251675996,23
2018/2019,MW65,US National,1 wk ahead,Bin,Delphi-Stat,-0.06907585264134418,24
2018/2019,MW66,US National,1 wk ahead,Bin,Delphi-Stat,-0.04766509094198434,25
2018/2019,MW67,US National,1 wk ahead,Bin,Delphi-Stat,-0.03851711304445484,26
2018/2019,MW68,US National,1 wk ahead,Bin,Delphi-Stat,-0.042912894905288886,27
2018/2019,MW69,US National,1 wk ahead,Bin,Delphi-Stat,-0.029712634329984923,28
2018/2019,MW70,US National,1 wk ahead,Bin,Delphi-Stat,-0.029082327085017488,29
2018/2019,MW45,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.043466689858708676,4
2018/2019,MW46,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.059325399431111474,5
2018/2019,MW47,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.23017991805701135,6
2018/2019,MW48,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.08197890086714484,7
2018/2019,MW49,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.31825603969528393,8
2018/2019,MW50,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.2914163222065014,9
2018/2019,MW51,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.8578600318017836,10
2018/2019,MW52,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.3590605174293123,11
2018/2019,MW53,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.34841505304569653,12
2018/2019,MW54,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.5365207103195131,13
2018/2019,MW55,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.35680006860115865,14
2018/2019,MW56,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.36729689976980157,15
2018/2019,MW57,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.4592276569799951,16
2018/2019,MW58,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.3459940175913437,17
2018/2019,MW59,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.2914143378084287,18
2018/2019,MW60,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.2920173328843264,19
2018/2019,MW61,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.18704814251941587,20
2018/2019,MW62,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.10264460350134172,21
2018/2019,MW63,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.1799866879633995,22
2018/2019,MW64,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.18031857223363407,23
2018/2019,MW65,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.18946450320509708,24
2018/2019,MW66,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.2177445160426831,25
2018/2019,MW67,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.08772122633206045,26
2018/2019,MW68,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.4937220892381764,27
2018/2019,MW69,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.03473349777284013,28
2018/2019,MW70,HHS Region 1,1 wk ahead,Bin,Delphi-Stat,-0.04663908873676623,29
2018/2019,MW45,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.21811647996505898,4
2018/2019,MW46,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.5325315496395839,5
2018/2019,MW47,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.61341463188324,6
2018/2019,MW48,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.3788386013324304,7
2018/2019,MW49,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.5667041154009793,8
2018/2019,MW50,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.8564052218893291,9
2018/2019,MW51,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.9523853539712539,10
2018/2019,MW52,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.686775784784638,11
2018/2019,MW53,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-1.0621462515749467,12
2018/2019,MW54,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.692780083821986,13
2018/2019,MW55,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.40174658469602265,14
2018/2019,MW56,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.4433894998622678,15
2018/2019,MW57,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.6297148537000749,16
2018/2019,MW58,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.549974540608146,17
2018/2019,MW59,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.6301052129009695,18
2018/2019,MW60,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.601276465773131,19
2018/2019,MW61,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.3900339663626924,20
2018/2019,MW62,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.434120874247599,21
2018/2019,MW63,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.3494611093225751,22
2018/2019,MW64,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.4215577354114155,23
2018/2019,MW65,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.21635128646241314,24
2018/2019,MW66,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.22433136451733782,25
2018/2019,MW67,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.2590789579319428,26
2018/2019,MW68,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.40762637912756966,27
2018/2019,MW69,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.2496875212104123,28
2018/2019,MW70,HHS Region 2,1 wk ahead,Bin,Delphi-Stat,-0.1370564917692968,29
2018/2019,MW46,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.10717055977647522,5
2018/2019,MW47,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.4986187648528781,6
2018/2019,MW48,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.18497906201031766,7
2018/2019,MW49,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.18050022580011282,8
2018/2019,MW50,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.2673083316070122,9
2018/2019,MW51,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.8706594236870543,10
2018/2019,MW52,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.4682877421697558,11
2018/2019,MW53,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.3769325670967945,12
2018/2019,MW54,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.7674226861177801,13
2018/2019,MW55,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.470185300899373,14
2018/2019,MW56,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.44249385344770875,15
2018/2019,MW57,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.5307997007722504,16
2018/2019,MW58,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.583864669781106,17
2018/2019,MW59,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.39485982877320697,18
2018/2019,MW60,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.4051681524622341,19
2018/2019,MW61,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.3861132190515355,20
2018/2019,MW62,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.6085285205443554,21
2018/2019,MW63,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.4562824113291627,22
2018/2019,MW64,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.21372536149029892,23
2018/2019,MW65,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.3301266047854393,24
2018/2019,MW66,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.33758035015160015,25
2018/2019,MW67,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.18048067170467313,26
2018/2019,MW68,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.18044760132801493,27
2018/2019,MW69,HHS Region 3,1 wk ahead,Bin,Delphi-Stat,-0.06592561837579955,28
